"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","youtube_account","govtrack_id","icpsr_id","google_entity_id","fec_candidate_id","url","in_office","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","cspan_id","facebook_account","votesmart_id","crp_id","rss_url","suffix"
"B001244","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001244.json","Jo","Bonner","1959-11-19","M","R","repjobonner","JoBonner","400038","20300",,"","http://bonner.house.gov/",false,"2",1221,57,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:al/cd:1","AL","1",false,"0101",4.67,97.4,2.78,,"1003546","jobonner",,,,
"B001228","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001228.json","Mary","Bono Mack","1961-10-24","F","R","Rep_BonoMack",,"400039","29775","/m/024xmf","","",false,"8",1221,48,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ca/cd:45","CA","45",false,"0645",3.93,94.23,5.94,,,,,,,
"B001236","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001236.json","John","Boozman","1950-12-10","M","R","JohnBoozman","BoozmanPressOffice","400040","20101","/m/024s3v","","https://www.boozman.senate.gov/public",false,"4",1221,9,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ar/cd:3","AR","3",false,"0503",0.74,97.34,2.74,,"92069","JohnBoozman","27958","N00013873","https://www.boozman.senate.gov/public/?a=RSS.Feed",
"B001245","Delegate","Del.","https://api.propublica.org/congress/v1/members/B001245.json","Madeleine","Bordallo","1933-05-31","F","D",,,"400041",,"/m/01s_xp","","https://bordallo.house.gov",false,"2",0,0,0,"2018-03-07 08:14:18 -0500","ocd-division/country:us/state:gu/cd:79","GU","At-Large",true,"6698",0,0,,"Z.","1003568","madeleine.bordallo","1751","N00024866",,
"B000652","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000652.json","Leonard","Boswell","1934-01-10","M","D","LeonardBoswell","RepLeonardBoswell","400042","29721","/m/025b6f","","",false,"8",1221,24,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ia/cd:3","IA","3",false,"1903",1.97,91.33,8.84,"L.","45520",,,,,
"B000657","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000657.json","Rick","Boucher","1946-08-01","M","D",,,"400043","15009","/m/01_k5m","","",false,"22",1221,27,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:va/cd:9","VA","9",false,"5109",2.21,90.8,9.37,,"6736",,,,,
"B000716","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000716.json","Allen","Boyd","1945-06-06","M","D",,,"400044","29713",,"","",false,"8",1221,78,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:fl/cd:2","FL","2",false,"1202",6.39,85.38,14.8,,"46164",,,,,
"B001246","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001246.json","Jeb","Bradley","1952-10-20","M","R",,,"400045","20335",,"","",false,"2",1221,27,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:nh/cd:1","NH","1",false,"3301",2.21,94.17,6,"E.",,,,,,
"B000755","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000755.json","Kevin","Brady","1955-04-11","M","R","RepKevinBrady","KBrady8","400046","29760","/m/03tq00","","https://kevinbrady.house.gov",false,"8",1221,53,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:tx/cd:8","TX","8",false,"4808",4.34,95.69,4.4,,"45749","kevinbrady","361","N00005883",,
"B001227","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001227.json","Robert","Brady","1945-04-07","M","D","RepBrady","BradyPA01","400047","29777","/m/03tq5z","","https://brady.house.gov",false,"8",1221,46,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:pa/cd:1","PA","1",false,"4201",3.77,93.86,6.23,"A.","55227","RepRobertBrady","2519","N00001619",,
"B000911","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000911.json","Corrine","Brown","1946-11-11","F","D","RepCorrineBrown","CongresswomanBrown","400048","29328","/m/0251xd","","https://corrinebrown.house.gov",false,"12",1221,107,3,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:fl/cd:3","FL","3",false,"1203",8.76,94.63,5.46,,"26192","congresswomanbrown",,,"https://corrinebrown.house.gov/rss.xml",
"B000944","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000944.json","Sherrod","Brown","1952-11-09","M","D","SenSherrodBrown","SherrodBrownOhio","400050","29389","/m/034s80","","https://www.brown.senate.gov",false,"12",1221,56,1,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:oh/cd:13","OH","13",false,"3913",4.59,95.28,4.9,,"5051","SenatorSherrodBrown","27018","N00003535",,
"B001235","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001235.json","Henry","Brown","1935-12-20","M","R",,"CongressmanBrown","400049","20137","/m/03tpvc","","",false,"4",1221,5,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:sc/cd:1","SC","1",false,"4501",0.41,98.76,1.41,"E.","1000221",,,,,"Jr."
"B001247","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001247.json","Ginny","Brown-Waite","1943-10-05","F","R",,"RepGinnyBrownWaite","400051","20313","/m/0251yt","","",false,"2",1221,74,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:fl/cd:5","FL","5",false,"1205",6.06,95.33,4.84,,"1003557",,,,,
"B001248","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001248.json","Michael","Burgess","1950-12-23","M","R","MichaelCBurgess","michaelcburgessmd","400052","20355","/m/03tq8_","","https://burgess.house.gov",false,"2",1221,25,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:tx/cd:26","TX","26",false,"4826",2.05,95.03,5.14,"C.","1003620","michaelcburgess","50120","N00025219","https://burgess.house.gov/news/rss.aspx",
"B001249","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001249.json","Max","Burns","1948-11-08","M","R",,,"400053","20320",,"","",false,"2",1221,17,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ga/cd:12","GA","12",false,"1312",1.39,97.57,2.6,,,,,,,
"B001135","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001135.json","Richard","Burr","1955-11-30","M","R","SenatorBurr","SenatorRichardBurr","400054","29548","/m/03g_s9","","https://www.burr.senate.gov",false,"10",1221,108,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:nc/cd:5","NC","5",false,"3705",8.85,95.83,4.35,"M.","31054","SenatorRichardBurr","21787","N00002221",,
"B001149","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001149.json","Dan","Burton","1938-06-21","M","R","RepDanBurton","CongressmanDanBurton","400055","15013","/m/022r4p","","",false,"22",1221,111,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:in/cd:5","IN","5",false,"1805",9.09,94.65,5.44,,,,,,,
"B001251","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001251.json","G.","Butterfield","1947-04-27","M","D","GKButterfield","GKBNC01","400616","20340","/m/03g_pq","","https://butterfield.house.gov",false,"2",140,0,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:nc/cd:1","NC","1",false,"3701",0,93.57,6.43,"K.","1013540","congressmangkbutterfield","41077","N00027035","https://butterfield.house.gov/rss.xml",
"B001203","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001203.json","Steve","Buyer","1958-11-26","M","R",,"sbuyer","400056","29350","/m/02578l","","",false,"12",1221,104,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:in/cd:4","IN","4",false,"1804",8.52,96.75,3.43,,"26475",,,,,
"C000059","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000059.json","Ken","Calvert","1953-06-08","M","R","KenCalvert","RepKenCalvert","400057","29323","/m/024xl1","","https://calvert.house.gov",false,"12",1221,44,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:ca/cd:44","CA","44",false,"0644",3.6,97.94,2.23,,"26709","70063393423","26777","N00007099","https://calvert.house.gov/rss.xml",
"C000071","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000071.json","Dave","Camp","1953-07-09","M","R","RepDaveCamp","DaveCampYT","400058","29124","/m/03l8yr","","http://camp.house.gov",false,"14",1221,26,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:mi/cd:4","MI","4",false,"2604",2.13,97.72,2.36,,"23039","repdavecamp",,,,
"C000116","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000116.json","Christopher","Cannon","1950-10-20","M","R",,,"400059","29766",,"","",false,"8",1221,125,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ut/cd:3","UT","3",false,"4903",10.24,94.84,5.34,"B.",,,,,,
"C001046","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001046.json","Eric","Cantor","1963-06-06","M","R",,"EricCantor","400060","20144","/m/027z_f","","http://cantor.house.gov/",false,"4",1221,14,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:va/cd:7","VA","7",false,"5107",1.15,96.91,3.17,,"87402",,,,,
"C001047","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001047.json","Shelley","Capito","1953-11-26","F","R","SenCapito",,"400061","20146","/m/024pwq","","https://www.capito.senate.gov",false,"4",1221,6,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:wv/cd:2","WV","2",false,"5402",0.49,94.6,5.56,"Moore","83737","senshelley","11701","N00009771",,
"C001036","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001036.json","Lois","Capps","1938-01-10","F","D","RepLoisCapps","reploiscapps","400062","29774","/m/024tfg","","http://capps.house.gov",false,"8",1221,29,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ca/cd:23","CA","23",false,"0623",2.38,96.33,3.84,,"54075","loiscapps",,,,
"C001037","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001037.json","Michael","Capuano","1952-01-09","M","D","RepMikeCapuano","RepMikeCapuano","400063","29919","/m/028vsm","H8MA08071","http://capuano.house.gov",false,"6",1221,44,4,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ma/cd:8","MA","8",false,"2508",3.6,90.74,9.43,"E.","56760","RepMichaelCapuano","18883","N00000267",,
"C000141","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000141.json","Benjamin","Cardin","1943-10-05","M","D","SenatorCardin","senatorcardin","400064","15408","/m/025k3k","","https://www.cardin.senate.gov",false,"18",1221,34,1,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:md/cd:3","MD","3",false,"2403",2.78,96.49,3.68,"L.","4004","senatorbencardin","26888","N00001955",,
"C001050","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001050.json","Dennis","Cardoza","1959-03-31","M","D","RepCardoza",,"400065","20306",,"","",false,"2",1221,21,1,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ca/cd:18","CA","18",false,"0618",1.72,89.99,10.18,,"87444",,,,,
"C000191","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000191.json","Julia","Carson","1938-07-08","F","D",,,"400067","29720",,"","",false,"8",1221,226,4,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:in/cd:7","IN","7",false,"1807",18.51,94.79,5.31,"M.",,,,,,
"C001044","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001044.json","Brad","Carson","1967-03-11","M","D",,,"400066","20132",,"","",false,"4",1221,124,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ok/cd:2","OK","2",false,"4002",10.16,84.72,15.46,,,,,,,
"C001051","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001051.json","John","Carter","1941-11-06","M","R","JudgeCarter","repjohncarter","400068","20356","/m/04m7rg","","https://carter.house.gov",false,"2",1221,59,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:tx/cd:31","TX","31",false,"4831",4.83,96.44,3.73,,"1004257","judgecarter","49296","N00025095",,
"C001055","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001055.json","Ed","Case","1952-09-27","M","D","RepEdCase",,"400069","20322",,"","https://case.house.gov",false,"2",1221,61,1,"2022-09-10 04:59:24 -0400","ocd-division/country:us/state:hi/cd:2","HI","2",false,"1502",5,90.96,9.21,,,,,"N00025882",,
"C000243","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000243.json","Michael","Castle","1939-07-02","M","R","repmikecastle","mncastle","400070","29327",,"","",false,"12",1221,20,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:de/cd:1","DE","At-Large",true,"1000",1.64,88.4,11.76,"N.","70",,,,,
"C000266","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000266.json","Steven","Chabot","1953-01-22","M","R","RepSteveChabot","congressmanchabot","400071","29550","/m/0343vk","","https://chabot.house.gov",false,"10",1221,15,0,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:oh/cd:1","OH","1",false,"3901",1.23,93.72,6.44,"J.","36705","RepSteveChabot","21790","N00003689",,
"C001058","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001058.json","Ben","Chandler","1959-09-12","M","D",,,"400442","20326","/m/02tvfc","","",false,"2",519,5,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:ky/cd:6","KY","6",false,"2106",0.96,89.55,10.45,,"1007734",,,,,
"C001052","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001052.json","Chris","Chocola","1962-02-24","M","R",,,"400072","20324",,"","",false,"2",1221,12,0,"2019-10-07 12:19:05 -0400","ocd-division/country:us/state:in/cd:2","IN","2",false,"1802",0.98,96.41,3.76,,,,,,,
"C000380","Delegate","Del.","https://api.propublica.org/congress/v1/members/C000380.json","Donna","Christensen","1945-09-19","F","D","DelegateDonna","delegatedonna","400073","70501",,"","http://donnachristensen.house.gov",false,"8",0,0,0,"2016-05-03 15:22:15 -0400","ocd-division/country:us/state:vi/cd:79","VI","At-Large",true,"7898",0,0,,"M.C.","48879","138013351189",,,,
