"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","youtube_account","govtrack_id","icpsr_id","google_entity_id","fec_candidate_id","url","in_office","seniority","last_updated","ocd_id","state","district","at_large","geoid","middle_name","cspan_id","facebook_account","votesmart_id","crp_id","rss_url","suffix","senate_class","state_rank","lis_id"
"B000619","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000619.json","David","Bonior","1945-06-06","M","D",,,"400527","14407",,"","",false,"10","2013-04-12 20:12:00 -0400","ocd-division/country:us/state:mi/cd:12","MI","12",false,"2612","E.",,,,,,,,,
"B000620","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000620.json","Don","Bonker","1937-03-07",,"D",,,"401585","14208",,"","",false,"12","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:wa/cd:3","WA","3",false,"5303","Leroy",,,,,,,,,
"B000644","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000644.json","Robert","Borski","1948-10-20","M","D",,,"400542","15007",,"","",false,"4","2013-04-12 20:12:00 -0400","ocd-division/country:us/state:pa/cd:3","PA","3",false,"4203","A.",,,,,,,,,
"B000648","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000648.json","Douglas","Bosco","1946-07-28",,"D",,,"401612","15008",,"","",false,"4","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:ca/cd:1","CA","1",false,"0601","Harry",,,,,,,,,
"B000657","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000657.json","Rick","Boucher","1946-08-01","M","D",,,"400043","15009","/m/01_k5m","","",false,"4","2016-06-14 16:26:01 -0400","ocd-division/country:us/state:va/cd:9","VA","9",false,"5109",,"6736",,,,,,,,
"B000666","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000666.json","Eldon","Boulter","1942-02-23",,"R",,,"401628","15204",,"","",false,"2","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:tx/cd:13","TX","13",false,"4813","Beau",,,,,,,,,
"B000711","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000711.json","Barbara","Boxer","1940-11-11","F","D","SenatorBoxer","SenatorBoxer","300011","15011","/m/01c1n5","","https://www.boxer.senate.gov",false,"4","2016-06-30 13:52:07 -0400","ocd-division/country:us/state:ca/cd:6","CA","6",false,"0606",,"2470","senatorboxer",,,"https://www.boxer.senate.gov/rss/?p=release",,,,
"B000780","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000780.json","John","Breaux","1944-03-01","M","D",,,"300012","13056",,"","",false,"16","2013-04-12 20:11:59 -0400","ocd-division/country:us/state:la/cd:7","LA","7",false,"2207","B.",,,,,,,,,
"B000880","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000880.json","Jack","Brooks","1922-12-18","M","D",,,"401837","1077",,"","",false,"34","2013-04-12 20:11:57 -0400","ocd-division/country:us/state:tx/cd:9","TX","9",false,"4809","B.",,,,,,,,,
"B000890","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000890.json","William","Broomfield","1922-04-28","M","R",,,"401847","1087",,"","",false,"30","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:mi/cd:18","MI","18",false,"2618","S.",,,,,,,,,
"B000919","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000919.json","Hank","Brown","1940-02-12","M","R",,,"401874","14803",,"","",false,"6","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:co/cd:4","CO","4",false,"0804",,,,,,,,,,
"B000918","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000918.json","George","Brown","1920-03-06","M","D",,,"400572","10573",,"","",false,"22","2013-04-12 20:11:59 -0400","ocd-division/country:us/state:ca/cd:36","CA","36",false,"0636","E.",,,,,,,,,
"B000966","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000966.json","James","Broyhill","1927-08-19","M","R",,,"401918","10574",,"","",false,"24","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:nc/cd:10","NC","10",false,"3710","Thomas",,,,,,,,,
"B000971","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000971.json","Terry","Bruce","1944-03-25",,"D",,,"401923","15205",,"","",false,"2","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:il/cd:19","IL","19",false,"1719","Lee",,,,,,,,,
"B000997","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000997.json","John","Bryant","1947-02-22","M","D",,,"401947","15012",,"","",false,"4","2013-04-12 20:11:58 -0400","ocd-division/country:us/state:tx/cd:5","TX","5",false,"4805","W.",,,,,,,,,
"B001158","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001158.json","Sala","Burton","1925-04-01","F","D",,,"402100","15079",,"","",false,"4","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:ca/cd:5","CA","5",false,"0605","Galante",,,,,,,,,
"B001149","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001149.json","Dan","Burton","1938-06-21","M","R","RepDanBurton","CongressmanDanBurton","400055","15013","/m/022r4p","","",false,"4","2016-06-14 16:26:04 -0400","ocd-division/country:us/state:in/cd:6","IN","6",false,"1806",,,,,,,,,,
"B001158","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001158.json","Sala","Burton","1925-04-01","F","R",,,"402100","15079",,"","",false,"4","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:co/cd:6","CO","6",false,"0806","Galante",,,,,,,,,
"B001172","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001172.json","Albert","Bustamante","1935-04-08","M","D",,,"402114","15206",,"","",false,"2","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:tx/cd:23","TX","23",false,"4823","Garza",,,,,,,,,
"B001220","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001220.json","Beverly","Byron","1932-07-27","F","D",,,"402159","14608",,"","",false,"8","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:md/cd:6","MD","6",false,"2406","Barton Butcher",,,,,,,,,
"C000052","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000052.json","Sonny","Callahan","1932-09-11",,"R",,,"400500","15207",,"","",false,"2","2013-04-12 20:12:00 -0400","ocd-division/country:us/state:al/cd:1","AL","1",false,"0101",,,,,,,,,,
"C000079","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000079.json","Carroll","Campbell","1940-07-24",,"R",,,"402235","14609",,"","",false,"8","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:sc/cd:4","SC","4",false,"4504","Ashmore",,,,,,,,,
"C000165","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000165.json","William","Carney","1942-07-01","M","R",,,"402313","14610",,"","",false,"8","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:ny/cd:1","NY","1",false,"3601",,,,,,,,,,
"C000174","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000174.json","Thomas","Carper","1947-01-23","M","D","SenatorCarper","senatorcarper","300019","15015","/m/01xw7t","","https://www.carper.senate.gov",false,"4","2023-01-03 08:06:28 -0500","ocd-division/country:us/state:de/cd:1","DE","At-Large",true,"1000","R.","663","tomcarper","22421","N00012508","https://www.carper.senate.gov/public/?a=RSS.Feed",,,,
"C000178","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000178.json","Bob","Carr","1943-03-27","M","D",,,"402325","14210",,"","",false,"10","2013-04-12 20:11:57 -0400","ocd-division/country:us/state:mi/cd:6","MI","6",false,"2606",,,,,,,,,,
"C000293","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000293.json","Rodney","Chandler","1942-07-13",,"R",,,"402435","15015",,"","",false,"4","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:wa/cd:8","WA","8",false,"5308","Dennis",,,,,,,,,
"C000312","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000312.json","Jim","Chapman","1945-03-08","M","D",,,"402454","15242",,"","",false,"2","2013-04-12 20:11:58 -0400","ocd-division/country:us/state:tx/cd:1","TX","1",false,"4801",,,,,,,,,,
"C000321","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000321.json","William","Chappell","1922-02-03","M","D",,,"402463","12007",,"","",false,"18","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:fl/cd:4","FL","4",false,"1204","Venroe",,,,,,,,,
"C000322","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000322.json","Eugene","Chappie","1920-03-28","M","R",,,"402464","14805",,"","",false,"6","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:ca/cd:2","CA","2",false,"0602","A.",,,,,,,,,
"C000344","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000344.json","Richard","Cheney","1941-01-30","M","R",,,"402484","14611",,"","",false,"8","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:wy/cd:1","WY","At-Large",true,"5600","Bruce",,,,,,,,,
"C000488","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000488.json","William","Clay","1931-04-30","M","D",,,"402626","12009",,"","",false,"18","2013-04-12 20:12:00 -0400","ocd-division/country:us/state:mo/cd:1","MO","1",false,"2901",,,,,,,,,,
"C000523","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000523.json","William","Clinger","1929-04-04","M","R",,,"402657","14612",,"","",false,"8","2017-11-29 06:35:52 -0500","ocd-division/country:us/state:pa/cd:23","PA","23",false,"4223","F.",,,,,,"Jr.",,,
"C000542","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000542.json","Daniel","Coats","1943-05-16","M","R","SenDanCoats","SenatorCoats","402675","14806","/m/0jl26","","http://www.coats.senate.gov",false,"6","2016-05-03 15:22:15 -0400","ocd-division/country:us/state:in/cd:4","IN","4",false,"1804",,"6080","180671148633644",,,,,,,
"C000555","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000555.json","William","Cobey","1939-05-13","M","R",,,"402688","15208",,"","",false,"2","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:nc/cd:4","NC","4",false,"3704","Wilfred",,,,,,,,,
"C000556","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000556.json","Howard","Coble","1931-03-18","M","R","HowardCoble",,"400076","15092","/m/0263k5","","http://coble.house.gov",false,"2","2016-06-14 16:27:36 -0400","ocd-division/country:us/state:nc/cd:6","NC","6",false,"3706",,"6961","HowardCoble6",,,,,,,
"C000581","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000581.json","Anthony","Coelho","1942-06-15","M","D",,,"402710","14613",,"","",false,"8","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:ca/cd:15","CA","15",false,"0615","Lee",,,,,,,,,
"C000618","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000618.json","Earl","Coleman","1943-05-29","M","R",,,"402747","14410",,"","",false,"12","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:mo/cd:6","MO","6",false,"2906","Thomas",,,,,,,,,
"C000621","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000621.json","Ronald","Coleman","1941-11-29","M","D",,,"402750","15017",,"","",false,"4","2013-04-12 20:11:58 -0400","ocd-division/country:us/state:tx/cd:16","TX","16",false,"4816","D.",,,,,,,,,
"C000638","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000638.json","James","Collins","1916-04-29","M","R",,,"402767","11066",,"","",false,"2","2013-04-12 20:11:51 -0400","ocd-division/country:us/state:tx/cd:19","TX","19",false,"4819","Mitchell",,,,,,,,,
"C000634","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000634.json","Cardiss","Collins","1931-09-24","F","D",,,"402763","14068",,"","",false,"14","2013-04-12 20:11:58 -0400","ocd-division/country:us/state:il/cd:7","IL","7",false,"1707",,"1965",,,,,,,,
"C000638","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000638.json","James","Collins","1916-04-29","M","R",,,"402767","11066",,"","",false,"2","2013-04-12 20:11:51 -0400","ocd-division/country:us/state:tx/cd:3","TX","3",false,"4803","Mitchell",,,,,,,,,
"C000653","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000653.json","Larry","Combest","1945-03-20","M","R",,,"400079","15210",,"","",false,"2","2013-04-12 20:12:01 -0400","ocd-division/country:us/state:tx/cd:19","TX","19",false,"4819",,,,,,,,,,
"C000709","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000709.json","Silvio","Conte","1921-11-09",,"R",,,"402833","2009",,"","",false,"28","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ma/cd:1","MA","1",false,"2501","Ottavio",,,,,,,,,
"C000714","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000714.json","John","Conyers","1929-05-16","M","D","RepJohnConyers","JCMI14","400080","10713","/m/02hy5d","","https://conyers.house.gov/",false,"22","2017-11-29 06:35:52 -0500","ocd-division/country:us/state:mi/cd:1","MI","1",false,"2601",,"1824","CongressmanConyers","26904","N00004029",,"Jr.",,,
"C000754","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000754.json","Jim","Cooper","1954-06-19","M","D","RepJimCooper","RepJimCooper","400081","15019","/m/03tm2p","","https://cooper.house.gov",false,"4","2021-03-02 02:35:29 -0500","ocd-division/country:us/state:tn/cd:4","TN","4",false,"4704",,"1201","JimCooper","48891","N00003132","https://cooper.house.gov/rss.xml",,,,
"C000807","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000807.json","Robert","Coughlin","1929-04-11","M","R",,,"402926","12010",,"","",false,"18","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:pa/cd:13","PA","13",false,"4213","Lawrence",,,,,,,,,
"C000809","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000809.json","James","Courter","1941-10-14","M","R",,,"402928","14614",,"","",false,"8","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:nj/cd:12","NJ","12",false,"3412","Andrew",,,,,,,,,
"C000846","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000846.json","William","Coyne","1936-08-24","M","D",,,"400543","14808",,"","",false,"6","2013-04-12 20:12:00 -0400","ocd-division/country:us/state:pa/cd:14","PA","14",false,"4214","J.",,,,,,,,,
"C000858","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000858.json","Larry","Craig","1945-07-20","M","R",,,"300029","14809",,"","",false,"6","2013-04-12 20:12:01 -0400","ocd-division/country:us/state:id/cd:1","ID","1",false,"1601","E.",,,,,,,,,
"C000873","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000873.json","Philip","Crane","1930-11-03","M","R",,,"400085","12041",,"","",false,"18","2013-04-12 20:12:01 -0400","ocd-division/country:us/state:il/cd:12","IL","12",false,"1712","M.",,,,,,,,,
"C000919","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000919.json","George","Crockett","1909-08-10","M","D",,,"403031","14681",,"","",false,"8","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:mi/cd:13","MI","13",false,"2613","William",,,,,,,,,
"D000038","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000038.json","Wilbur","Daniel","1914-05-12","M","D",,,"403178","12011",,"","",false,"18","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:va/cd:5","VA","5",false,"5105","Clarence",,,,,,,,,
"D000044","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000044.json","William","Dannemeyer","1929-09-22","M","R",,,"403184","14616",,"","",false,"8","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ca/cd:39","CA","39",false,"0639","Edwin",,,,,,,,,
"D000064","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000064.json","Thomas","Daschle","1947-12-09","M","D",,,"300031","14617",,"","",false,"8","2013-04-12 20:12:00 -0400","ocd-division/country:us/state:sd/cd:1","SD","At-Large",true,"4600","A.",,,,,,,,,
"D000065","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000065.json","Harold","Daub","1941-04-23","M","R",,,"403203","14810",,"","",false,"6","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:ne/cd:2","NE","2",false,"3102","John, Jr.,",,,,,,,,,
"D000131","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000131.json","Robert","Davis","1932-07-31","M","R",,,"403266","14618",,"","",false,"8","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:mi/cd:11","MI","11",false,"2611","William",,,,,,,,,
"D000203","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000203.json","Eligio","de la Garza","1927-09-22","M","D",,,"403308","10716",,"","",false,"22","2013-04-12 20:11:59 -0400","ocd-division/country:us/state:tx/cd:15","TX","15",false,"4815","'Kiki'",,,,,,,,,
"D000209","Delegate","Del.","https://api.propublica.org/congress/v1/members/D000209.json","Ron","de Lugo","1930-08-02","M","D",,,"403314","14081",,"","",false,"12","2013-04-12 20:11:58 -0400","ocd-division/country:us/state:vi/cd:79","VI","At-Large",true,"7898",,,,,,,,,,
"D000217","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000217.json","Thomas","DeLay","1947-04-08","M","R",,,"400104","15211",,"","",false,"2","2013-04-12 20:12:02 -0400","ocd-division/country:us/state:tx/cd:22","TX","22",false,"4822","Dale",,,,,,,,,
