"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","youtube_account","govtrack_id","icpsr_id","google_entity_id","fec_candidate_id","url","in_office","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","cspan_id","facebook_account","votesmart_id","crp_id","rss_url","suffix","leadership_role"
"C000071","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000071.json","Dave","Camp","1953-07-09","M","R","RepDaveCamp","DaveCampYT","400058","29124","/m/03l8yr","","http://camp.house.gov",false,"18",1873,33,4,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:mi/cd:4","MI","4",false,"2604",1.76,96.54,3.85,,"23039","repdavecamp",,,,,
"C001064","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001064.json","John","Campbell","1955-07-19","M","R","RepJohnCampbell","RepJohnCampbellCA48","412011","20539","/m/05tpk9","","http://www.campbell.house.gov",false,"4",1873,133,5,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ca/cd:48","CA","48",false,"0648",7.1,89.48,11.05,,"1019004","JohnCampbell",,,,,
"C000116","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000116.json","Christopher","Cannon","1950-10-20","M","R",,,"400059","29766",,"","",false,"12",1873,172,3,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ut/cd:3","UT","3",false,"4903",9.18,90.45,10.09,"B.",,,,,,,
"C001046","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001046.json","Eric","Cantor","1963-06-06","M","R",,"EricCantor","400060","20144","/m/027z_f","","http://cantor.house.gov/",false,"8",1873,96,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:va/cd:7","VA","7",false,"5107",5.13,93.76,6.64,,"87402",,,,,,
"C001047","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001047.json","Shelley","Capito","1953-11-26","F","R","SenCapito",,"400061","20146","/m/024pwq","","https://www.capito.senate.gov",false,"8",1873,25,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:wv/cd:2","WV","2",false,"5402",1.33,88.81,11.75,"Moore","83737","senshelley","11701","N00009771",,,
"C001036","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001036.json","Lois","Capps","1938-01-10","F","D","RepLoisCapps","reploiscapps","400062","29774","/m/024tfg","","http://capps.house.gov",false,"12",1873,19,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ca/cd:23","CA","23",false,"0623",1.01,98.69,1.69,,"54075","loiscapps",,,,,
"C001037","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001037.json","Michael","Capuano","1952-01-09","M","D","RepMikeCapuano","RepMikeCapuano","400063","29919","/m/028vsm","H8MA08071","http://capuano.house.gov",false,"10",1873,46,3,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ma/cd:8","MA","8",false,"2508",2.46,97.44,3.11,"E.","56760","RepMichaelCapuano","18883","N00000267",,,
"C001050","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001050.json","Dennis","Cardoza","1959-03-31","M","D","RepCardoza",,"400065","20306",,"","",false,"6",1873,77,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ca/cd:18","CA","18",false,"0618",4.11,97.63,2.88,,"87444",,,,,,
"C001060","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001060.json","Russ","Carnahan","1958-07-10","M","D","RepCarnahan","congressmancarnahan","400638","20516","/m/04cb6p","","",false,"4",1873,49,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:mo/cd:3","MO","3",false,"2903",2.62,99,1.56,,"1003284",,,,,,
"C001065","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001065.json","Christopher","Carney","1959-03-02","M","D",,,"412234","20746",,"","",false,"2",1873,63,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:pa/cd:10","PA","10",false,"4210",3.36,88.94,11.62,,"1018516",,,,,,
"C000191","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000191.json","Julia","Carson","1938-07-08","F","D",,,"400067","29720",,"","",false,"12",1162,359,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:in/cd:7","IN","7",false,"1807",30.9,98.22,2.41,"M.",,,,,,,
"C001072","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001072.json","André","Carson","1974-10-16","M","D","RepAndreCarson","repandrecarson","412258","20757","/m/03qcvz1","","https://carson.house.gov",false,"2",549,30,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:in/cd:7","IN","7",false,"1807",5.46,99.42,0.78,,"1027364","CongressmanAndreCarson","84917","N00029513","https://carson.house.gov/rss.xml",,
"C001051","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001051.json","John","Carter","1941-11-06","M","R","JudgeCarter","repjohncarter","400068","20356","/m/04m7rg","","https://carter.house.gov",false,"6",1873,99,2,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:tx/cd:31","TX","31",false,"4831",5.29,93.86,6.66,,"1004257","judgecarter","49296","N00025095",,,
"C000243","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000243.json","Michael","Castle","1939-07-02","M","R","repmikecastle","mncastle","400070","29327",,"","",false,"16",1873,8,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:de/cd:1","DE","At-Large",true,"1000",0.43,82.55,18,"N.","70",,,,,,
"C001066","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001066.json","Kathy","Castor","1966-08-20","F","D","USRepKCastor","RepKathyCastor","412195","20708","/m/0dq1v6","","https://castor.house.gov",false,"2",1873,75,0,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:fl/cd:11","FL","11",false,"1211",4,98.59,1.98,,"1022874","USRepKathyCastor","53825","N00027514","https://castor.house.gov/news/rss.aspx",,
"C001073","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001073.json","Donald","Cazayoux","1964-01-17","M","D",,,"412260",,,"","",false,"2",441,17,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:la/cd:6","LA","6",false,"2206",3.85,85.82,14.18,"J.",,,,,,"Jr.",
