"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","youtube_account","govtrack_id","icpsr_id","google_entity_id","fec_candidate_id","url","in_office","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","cspan_id","facebook_account","votesmart_id","crp_id","rss_url","suffix"
"B000072","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000072.json","Richard","Baker","1948-05-22","M","R",,,"400012","15400",,"","",false,"20",1214,70,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:la/cd:6","LA","6",false,"2206",5.77,96.55,3.63,"Hugh",,,,,,
"B001230","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001230.json","Tammy","Baldwin","1962-02-11","F","D","SenatorBaldwin","witammybaldwin","400013","29940","/m/024v02","","https://www.baldwin.senate.gov",false,"8",1214,1,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:wi/cd:2","WI","2",false,"5502",0.08,93.65,6.61,,"57884","senatortammybaldwin","3470","N00004367",,
"B001239","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001239.json","J.","Barrett","1961-02-14","M","R","greshambarrett","Repgreshambarrett","400016","20347",,"","",false,"4",1214,31,2,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:sc/cd:3","SC","3",false,"4503",2.55,91.42,8.84,"Gresham","1003613",,,,,
"B001252","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001252.json","John","Barrow","1955-10-31","M","D","RepJohnBarrow","RepJohnBarrow","400628","20507","/m/056gyc","","http://barrow.house.gov",false,"2",1214,18,1,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ga/cd:12","GA","12",false,"1312",1.48,82.6,17.66,,"1012025","CongressmanJohnBarrow",,,,
"B000208","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000208.json","Roscoe","Bartlett","1926-06-03","M","R",,"RepRoscoeBartlett","400017","29356","/m/025k82","","",false,"14",1214,6,6,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:md/cd:6","MD","6",false,"2406",0.49,86.22,14.03,"G.","27026",,,,,
"B000213","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000213.json","Joe","Barton","1949-09-15","M","R","RepJoeBarton","repjoebarton","400018","15085","/m/03rspq","","https://joebarton.house.gov",false,"22",1214,75,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:tx/cd:6","TX","6",false,"4806",6.18,93.84,6.43,"L.","5248","RepJoeBarton","27082","N00005656",,
"B000220","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000220.json","Charles","Bass","1952-01-08","M","R","RepCharlesBass",,"400019","29538","/m/02vypx","","",false,"12",1214,18,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:nh/cd:2","NH","2",false,"3302",1.48,88.39,11.86,"F.","37079",,,,,
"B001253","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001253.json","Melissa","Bean","1962-01-22","F","D",,,"400631","20509","/m/03xjjx","","",false,"2",1214,10,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:il/cd:8","IL","8",false,"1708",0.82,85.41,14.84,,,,,,,
"B001240","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001240.json","Bob","Beauprez","1948-09-22","M","R",,,"400020","20312",,"","",false,"4",1214,72,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:co/cd:7","CO","7",false,"0807",5.93,93.53,6.73,,,,,,,
"B000287","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000287.json","Xavier","Becerra","1958-01-26","M","D","RepBecerra","XavierBecerra","400021","29316","/m/024trk","","http://becerra.house.gov",false,"14",1214,74,1,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ca/cd:31","CA","31",false,"0631",6.1,96.54,3.64,,"26567","XavierBecerra",,,"https://becerra.house.gov/rss/press-releases.xml",
"B001231","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001231.json","Shelley","Berkley","1951-01-20","F","D","repberkley","ShelleyBerkley","400024","29922","/m/025h7j","","",false,"8",1214,62,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:nv/cd:1","NV","1",false,"3201",5.11,93.39,6.87,,,,,,,
"B000410","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000410.json","Howard","Berman","1941-04-15","M","D","RepHowardBerman","RepHowardBerman","400025","15004",,"","",false,"24",1214,86,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ca/cd:28","CA","28",false,"0628",7.08,95.35,4.65,"L.","1592",,,,,
"B000420","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000420.json","Marion","Berry","1942-08-27","M","D",,"CongressmanBerry","400026","29702",,"","",false,"10",1214,5,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ar/cd:1","AR","1",false,"0501",0.41,84.56,15.69,,"45115",,,,,
"B001232","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001232.json","Judy","Biggert","1937-08-15","F","R","JudyBiggert","JudyBiggert","400027","29912","/m/0256wq","","",false,"8",1214,10,2,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:il/cd:13","IL","13",false,"1713",0.82,91.22,9.03,,"57890",,,,,
"B000461","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000461.json","Brian","Bilbray","1951-01-28","M","R","BilbrayCA50",,"400570","29508",,"","",false,"2",287,6,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ca/cd:50","CA","50",false,"0650",2.09,91.97,8.39,"P.","36554",,,,,
"B000463","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000463.json","Michael","Bilirakis","1930-07-16","M","R",,,"400028","15005",,"","",false,"24",1214,49,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:fl/cd:9","FL","9",false,"1209",4.04,92.96,7.3,,,,,,,
"B001250","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001250.json","Rob","Bishop","1951-07-13","M","R","RepRobBishop","CongressmanBishop","400029","20357","/m/02tn41","","https://robbishop.house.gov",false,"4",1214,65,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ut/cd:1","UT","1",false,"4901",5.35,94.62,5.56,,"1003621","RepRobBishop","50544","N00025292","https://robbishop.house.gov/rss.xml",
"B001242","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001242.json","Timothy","Bishop","1950-06-01","M","D","TimBishopNY","timbishop01","400031","20338",,"","http://timbishop.house.gov",false,"4",1214,21,1,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ny/cd:1","NY","1",false,"3601",1.73,96.6,3.66,"H.","1003587","RepTimBishop",,,,
"B000490","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000490.json","Sanford","Bishop","1947-02-04","M","D","SanfordBishop","RepSanfordBishop","400030","29339","/m/02554k","","https://bishop.house.gov",false,"14",1214,46,0,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:ga/cd:2","GA","2",false,"1302",3.79,86.87,13.39,"D.","26194","sanfordbishop","26817","N00002674","https://bishop.house.gov/rss.xml","Jr."
"B001243","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001243.json","Marsha","Blackburn","1952-06-06","F","R","MarshaBlackburn","RepMarshaBlackburn","400032","20351","/m/01fnkt","","https://www.blackburn.senate.gov",false,"4",1214,12,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:tn/cd:7","TN","7",false,"4707",0.99,92.39,7.86,,"31226","marshablackburn","25186","N00003105",,
"B000574","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000574.json","Earl","Blumenauer","1948-08-16","M","D","BlumenauerMedia","RepBlumenauer","400033","29588","/m/033tw8","","https://blumenauer.house.gov",false,"12",1214,67,1,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:or/cd:3","OR","3",false,"4103",5.52,91.71,8.47,,"43809",,"367","N00007727","https://blumenauer.house.gov/rss.xml",
"B000575","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000575.json","Roy","Blunt","1950-01-10","M","R","RoyBlunt","SenatorBlunt","400034","29735","/m/034fn4","","https://www.blunt.senate.gov",false,"10",1214,35,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:mo/cd:7","MO","7",false,"2907",2.88,97.16,3.1,,"45465","SenatorBlunt","418","N00005195",,
"B000586","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000586.json","Sherwood","Boehlert","1936-09-28","M","R",,,"400035","15006",,"","",false,"24",1214,43,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ny/cd:24","NY","24",false,"3624",3.54,87.15,13.11,"L.",,,,,,
"B000589","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000589.json","John","Boehner","1949-11-17","M","R","SpeakerBoehner","johnboehner","400036","15806","/m/039rwf","","http://boehner.house.gov",false,"16",1214,30,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:oh/cd:8","OH","8",false,"3908",2.47,97.17,3.09,"A.","16740","SpeakerJohnBoehner",,,,
"B000617","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000617.json","Henry","Bonilla","1954-01-02","M","R",,,"400037","39302",,"","",false,"14",1214,13,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:tx/cd:23","TX","23",false,"4823",1.07,96.46,3.8,,,,,,,
"B001244","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001244.json","Jo","Bonner","1959-11-19","M","R","repjobonner","JoBonner","400038","20300",,"","http://bonner.house.gov/",false,"4",1214,29,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:al/cd:1","AL","1",false,"0101",2.39,96.74,3.51,,"1003546","jobonner",,,,
"B001228","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001228.json","Mary","Bono Mack","1961-10-24","F","R","Rep_BonoMack",,"400039","29775","/m/024xmf","","",false,"10",1214,75,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ca/cd:45","CA","45",false,"0645",6.18,92.77,7.49,,,,,,,
"B001236","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001236.json","John","Boozman","1950-12-10","M","R","JohnBoozman","BoozmanPressOffice","400040","20101","/m/024s3v","","https://www.boozman.senate.gov/public",false,"6",1214,36,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ar/cd:3","AR","3",false,"0503",2.97,96.73,3.53,,"92069","JohnBoozman","27958","N00013873","https://www.boozman.senate.gov/public/?a=RSS.Feed",
"B001245","Delegate","Del.","https://api.propublica.org/congress/v1/members/B001245.json","Madeleine","Bordallo","1933-05-31","F","D",,,"400041",,"/m/01s_xp","","https://bordallo.house.gov",false,"4",0,0,0,"2018-03-07 08:14:18 -0500","ocd-division/country:us/state:gu/cd:79","GU","At-Large",true,"6698",0,0,,"Z.","1003568","madeleine.bordallo","1751","N00024866",,
"B001254","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001254.json","Dan","Boren","1973-08-02","M","D",,,"400645","20523","/m/04bbc1","","",false,"2",1214,30,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ok/cd:2","OK","2",false,"4002",2.47,77.27,22.98,,"1013053",,,,,
"B000652","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000652.json","Leonard","Boswell","1934-01-10","M","D","LeonardBoswell","RepLeonardBoswell","400042","29721","/m/025b6f","","",false,"10",1214,147,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ia/cd:3","IA","3",false,"1903",12.11,88.14,12.05,"L.","45520",,,,,
"B000657","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000657.json","Rick","Boucher","1946-08-01","M","D",,,"400043","15009","/m/01_k5m","","",false,"24",1214,44,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:va/cd:9","VA","9",false,"5109",3.62,89.1,11.07,,"6736",,,,,
"B001255","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001255.json","Charles","Boustany","1956-02-21","M","R","RepBoustany","boustanyla07","400636","20514","/m/04wdx3","","http://boustany.house.gov",false,"2",1214,27,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:la/cd:7","LA","7",false,"2207",2.22,96.49,3.77,,"1013047","RepBoustany",,,,"Jr."
"B000716","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000716.json","Allen","Boyd","1945-06-06","M","D",,,"400044","29713",,"","",false,"10",1214,61,2,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:fl/cd:2","FL","2",false,"1202",5.02,84.36,15.91,,"46164",,,,,
"B001246","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001246.json","Jeb","Bradley","1952-10-20","M","R",,,"400045","20335",,"","",false,"4",1214,2,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:nh/cd:1","NH","1",false,"3301",0.16,88.35,11.9,"E.",,,,,,
"B001227","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001227.json","Robert","Brady","1945-04-07","M","D","RepBrady","BradyPA01","400047","29777","/m/03tq5z","","https://brady.house.gov",false,"10",1214,70,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:pa/cd:1","PA","1",false,"4201",5.77,93.45,6.73,"A.","55227","RepRobertBrady","2519","N00001619",,
"B000755","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000755.json","Kevin","Brady","1955-04-11","M","R","RepKevinBrady","KBrady8","400046","29760","/m/03tq00","","https://kevinbrady.house.gov",false,"10",1214,74,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:tx/cd:8","TX","8",false,"4808",6.1,95.09,5.17,,"45749","kevinbrady","361","N00005883",,
"B000911","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000911.json","Corrine","Brown","1946-11-11","F","D","RepCorrineBrown","CongresswomanBrown","400048","29328","/m/0251xd","","https://corrinebrown.house.gov",false,"14",1214,148,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:fl/cd:3","FL","3",false,"1203",12.19,96.19,4,,"26192","congresswomanbrown",,,"https://corrinebrown.house.gov/rss.xml",
"B000944","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000944.json","Sherrod","Brown","1952-11-09","M","D","SenSherrodBrown","SherrodBrownOhio","400050","29389","/m/034s80","","https://www.brown.senate.gov",false,"14",1214,81,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:oh/cd:13","OH","13",false,"3913",6.67,95.16,5.11,,"5051","SenatorSherrodBrown","27018","N00003535",,
"B001235","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001235.json","Henry","Brown","1935-12-20","M","R",,"CongressmanBrown","400049","20137","/m/03tpvc","","",false,"6",1214,57,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:sc/cd:1","SC","1",false,"4501",4.7,97.01,3.25,"E.","1000221",,,,,"Jr."
"B001247","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001247.json","Ginny","Brown-Waite","1943-10-05","F","R",,"RepGinnyBrownWaite","400051","20313","/m/0251yt","","",false,"4",1214,84,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:fl/cd:5","FL","5",false,"1205",6.92,90.73,9.54,,"1003557",,,,,
"B001248","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001248.json","Michael","Burgess","1950-12-23","M","R","MichaelCBurgess","michaelcburgessmd","400052","20355","/m/03tq8_","","https://burgess.house.gov",false,"4",1214,13,0,"2021-03-02 02:35:26 -0500","ocd-division/country:us/state:tx/cd:26","TX","26",false,"4826",1.07,94.51,5.75,"C.","1003620","michaelcburgess","50120","N00025219","https://burgess.house.gov/news/rss.aspx",
"B001149","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001149.json","Dan","Burton","1938-06-21","M","R","RepDanBurton","CongressmanDanBurton","400055","15013","/m/022r4p","","",false,"24",1214,81,2,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:in/cd:5","IN","5",false,"1805",6.67,93.92,6.26,,,,,,,
"B001251","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001251.json","G.","Butterfield","1947-04-27","M","D","GKButterfield","GKBNC01","400616","20340","/m/03g_pq","","https://butterfield.house.gov",false,"4",1214,26,1,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:nc/cd:1","NC","1",false,"3701",2.14,94.8,5.28,"K.","1013540","congressmangkbutterfield","41077","N00027035","https://butterfield.house.gov/rss.xml",
"B001203","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001203.json","Steve","Buyer","1958-11-26","M","R",,"sbuyer","400056","29350","/m/02578l","","",false,"14",1214,91,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:in/cd:4","IN","4",false,"1804",7.5,95.47,4.8,,"26475",,,,,
"C000059","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000059.json","Ken","Calvert","1953-06-08","M","R","KenCalvert","RepKenCalvert","400057","29323","/m/024xl1","","https://calvert.house.gov",false,"14",1214,33,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:ca/cd:44","CA","44",false,"0644",2.72,97.68,2.58,,"26709","70063393423","26777","N00007099","https://calvert.house.gov/rss.xml",
"C000071","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000071.json","Dave","Camp","1953-07-09","M","R","RepDaveCamp","DaveCampYT","400058","29124","/m/03l8yr","","http://camp.house.gov",false,"16",1214,43,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:mi/cd:4","MI","4",false,"2604",3.54,97.05,3.21,,"23039","repdavecamp",,,,
"C001064","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001064.json","John","Campbell","1955-07-19","M","R","RepJohnCampbell","RepJohnCampbellCA48","412011","20539","/m/05tpk9","","http://www.campbell.house.gov",false,"2",596,17,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ca/cd:48","CA","48",false,"0648",2.85,90.32,10.04,,"1019004","JohnCampbell",,,,
"C000116","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000116.json","Christopher","Cannon","1950-10-20","M","R",,,"400059","29766",,"","",false,"10",1209,104,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ut/cd:3","UT","3",false,"4903",8.6,94.4,5.88,"B.",,,,,,
"C001046","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001046.json","Eric","Cantor","1963-06-06","M","R",,"EricCantor","400060","20144","/m/027z_f","","http://cantor.house.gov/",false,"6",1214,24,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:va/cd:7","VA","7",false,"5107",1.98,96.33,3.93,,"87402",,,,,
"C001047","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001047.json","Shelley","Capito","1953-11-26","F","R","SenCapito",,"400061","20146","/m/024pwq","","https://www.capito.senate.gov",false,"6",1214,26,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:wv/cd:2","WV","2",false,"5402",2.14,94.1,6.15,"Moore","83737","senshelley","11701","N00009771",,
"C001036","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001036.json","Lois","Capps","1938-01-10","F","D","RepLoisCapps","reploiscapps","400062","29774","/m/024tfg","","http://capps.house.gov",false,"10",1214,33,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ca/cd:23","CA","23",false,"0623",2.72,95.8,4.46,,"54075","loiscapps",,,,
"C001037","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001037.json","Michael","Capuano","1952-01-09","M","D","RepMikeCapuano","RepMikeCapuano","400063","29919","/m/028vsm","H8MA08071","http://capuano.house.gov",false,"8",1214,32,13,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ma/cd:8","MA","8",false,"2508",2.64,91.07,9.18,"E.","56760","RepMichaelCapuano","18883","N00000267",,
"C000141","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000141.json","Benjamin","Cardin","1943-10-05","M","D","SenatorCardin","senatorcardin","400064","15408","/m/025k3k","","https://www.cardin.senate.gov",false,"20",1214,48,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:md/cd:3","MD","3",false,"2403",3.95,97.13,3.13,"L.","4004","senatorbencardin","26888","N00001955",,
"C001050","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001050.json","Dennis","Cardoza","1959-03-31","M","D","RepCardoza",,"400065","20306",,"","",false,"4",1214,51,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ca/cd:18","CA","18",false,"0618",4.2,88.07,12.2,,"87444",,,,,
"C001060","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001060.json","Russ","Carnahan","1958-07-10","M","D","RepCarnahan","congressmancarnahan","400638","20516","/m/04cb6p","","",false,"2",1214,9,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:mo/cd:3","MO","3",false,"2903",0.74,95.79,4.47,,"1003284",,,,,
"C000191","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000191.json","Julia","Carson","1938-07-08","F","D",,,"400067","29720",,"","",false,"10",1214,97,3,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:in/cd:7","IN","7",false,"1807",7.99,95.38,4.8,"M.",,,,,,
"C001051","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001051.json","John","Carter","1941-11-06","M","R","JudgeCarter","repjohncarter","400068","20356","/m/04m7rg","","https://carter.house.gov",false,"4",1214,38,0,"2021-03-02 02:35:27 -0500","ocd-division/country:us/state:tx/cd:31","TX","31",false,"4831",3.13,96.72,3.54,,"1004257","judgecarter","49296","N00025095",,
"C001055","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001055.json","Ed","Case","1952-09-27","M","D","RepEdCase",,"400069","20322",,"","https://case.house.gov",false,"4",1214,87,0,"2022-09-10 04:59:24 -0400","ocd-division/country:us/state:hi/cd:2","HI","2",false,"1502",7.17,88.2,12.07,,,,,"N00025882",,
"C000243","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000243.json","Michael","Castle","1939-07-02","M","R","repmikecastle","mncastle","400070","29327",,"","",false,"14",1214,50,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:de/cd:1","DE","At-Large",true,"1000",4.12,86.29,13.97,"N.","70",,,,,
"C000266","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000266.json","Steven","Chabot","1953-01-22","M","R","RepSteveChabot","congressmanchabot","400071","29550","/m/0343vk","","https://chabot.house.gov",false,"12",1214,15,1,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:oh/cd:1","OH","1",false,"3901",1.24,90.43,9.82,"J.","36705","RepSteveChabot","21790","N00003689",,
"C001058","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001058.json","Ben","Chandler","1959-09-12","M","D",,,"400442","20326","/m/02tvfc","","",false,"4",1214,16,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:ky/cd:6","KY","6",false,"2106",1.32,88.91,11.35,,"1007734",,,,,
"C001052","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001052.json","Chris","Chocola","1962-02-24","M","R",,,"400072","20324",,"","",false,"4",1214,10,0,"2019-10-07 11:07:08 -0400","ocd-division/country:us/state:in/cd:2","IN","2",false,"1802",0.82,92.57,7.68,,,,,,,
"C000380","Delegate","Del.","https://api.propublica.org/congress/v1/members/C000380.json","Donna","Christensen","1945-09-19","F","D","DelegateDonna","delegatedonna","400073","70501",,"","http://donnachristensen.house.gov",false,"10",0,0,0,"2016-05-03 15:22:15 -0400","ocd-division/country:us/state:vi/cd:79","VI","At-Large",true,"7898",0,0,,"M.C.","48879","138013351189",,,,
