"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","govtrack_id","icpsr_id","fec_candidate_id","url","in_office","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","twitter_account","youtube_account","cspan_id","google_entity_id","suffix","facebook_account","rss_url","votesmart_id","crp_id"
"C000077","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000077.json","Ben","Campbell","1933-04-13","M","D","300017","15406","","",false,"3","1998",97,2,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:co","CO","3","","S225",2.06,59.57,40.43,"Nighthorse",,,,,,,,,
"C000269","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000269.json","John","Chafee","1922-10-22","M","R","402412","14500","","",false,"19","2000",916,6,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ri","RI","1","","S116",0.66,77.9,22.1,"H.",,,,,,,,,
"C000542","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000542.json","Daniel","Coats","1943-05-16","M","R","402675","14806","","http://www.coats.senate.gov",false,"7","1998",916,14,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:in","IN","3","","S212",1.53,94.2,5.8,,"SenDanCoats","SenatorCoats","6080","/m/0jl26",,"180671148633644",,,
"C000567","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C000567.json","Thad","Cochran","1937-12-07","M","R","300023","14009","","https://www.cochran.senate.gov",false,"17","1996",916,22,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ms","MS","2","","S136",2.4,92.7,7.3,,"SenThadCochran","sencochran","1200","/m/01fmcd",,,,"53312","N00003328"
"C000598","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C000598.json","William","Cohen","1940-08-28","M","R","402727","14010","","",false,"17","1996",916,20,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:me","ME","2","","S137",2.18,74.3,25.7,"Sebastian",,,,,,,,,
"C000705","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/C000705.json","Kent","Conrad","1948-03-12","M","D","300026","15501","","",false,"9","2000",916,15,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:nd","ND","1","","S201",1.64,88.55,11.45,,,"SenatorConrad","2517","/m/021fx2",,,,,
"C000813","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/C000813.json","Paul","Coverdell","1939-01-20","M","R","400558","49301","","",false,"3","1998",916,3,1,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ga","GA","3","","S228",0.33,96.26,3.74,,,,,,,,,,
"C000858","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/C000858.json","Larry","Craig","1945-07-20","M","R","300029","14809","","",false,"5","1996",916,0,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:id","ID","2","","S215",0,95.94,4.06,"E.",,,,,,,,,
"D000018","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000018.json","Alfonse","D'Amato","1937-08-01","M","R","403142","14900","","",false,"15","1998",916,13,1,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ny","NY","3","","S147",1.42,90.2,9.8,"M.",,,,,,,,,
"D000064","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000064.json","Thomas","Daschle","1947-12-09","M","D","300031","14617","","",false,"9","1998",916,2,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:sd","SD","3","","S185",0.22,93.18,6.82,"A.",,,,,,,,,
"D000294","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/D000294.json","Michael","DeWine","1947-01-05","M","R","300033","15019","","",false,"1","2000",916,2,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:oh","OH","1","","S240",0.22,89.22,10.78,,,,,,,,,,
"D000388","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000388.json","Christopher","Dodd","1944-05-27","M","D","300034","14213","","",false,"15","1998",916,7,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ct","CT","3","","S150",0.76,88.45,11.55,"J.","SenChrisDodd","SenChrisDodd",,"/m/01xcly",,,,,
"D000401","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000401.json","Robert","Dole","1923-07-22","M","R","403515","10513","","",false,"27","1998",771,15,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ks","KS","3","","S026",1.95,96.01,3.99,"Joseph",,,,,,,,,
"D000407","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/D000407.json","Pete","Domenici","1932-05-07","M","R","300036","14103","","",false,"23","1996",916,19,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:nm","NM","2","","S027",2.07,93.06,6.94,"V.",,,,,,,,,
"D000432","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/D000432.json","Byron","Dorgan","1942-05-14","M","D","300037","14812","","",false,"3","1998",916,10,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:nd","ND","3","","S222",1.09,88.28,11.72,"L.",,"senatordorgan","2318","/m/021fyn",,,,,
"E000284","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/E000284.json","J. James","Exon","1921-08-09","M","D","403962","14704","","",false,"17","1996",916,22,1,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ne","NE","2","","S129",2.4,82.06,17.94,,,,,,,,,,
"F000437","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/F000437.json","Lauch","Faircloth","1928-01-14","M","R","403968","49304","","",false,"3","1998",916,29,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:nc","NC","3","","S227",3.17,90.93,9.07,,,,,,,,,,
"F000061","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/F000061.json","Russ","Feingold","1953-03-02","M","D","300042","49309","","",false,"3","1998",916,1,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:wi","WI","3","","S230",0.11,84.71,15.29,,"russfeingold","SenRussFeingold",,"/m/01nvvl",,,,,
"F000062","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/F000062.json","Dianne","Feinstein","1933-06-22","F","D","300043","49300","","https://www.feinstein.senate.gov",false,"3","2000",916,6,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ca","CA","1","","S221",0.66,84.06,15.94,,"SenFeinstein","SenatorFeinstein","13061","/m/01gqws",,"senatorfeinstein","https://www.feinstein.senate.gov/public/?a=rss.feed","53273","N00007364"
"F000268","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/F000268.json","Wendell","Ford","1924-09-08","M","D","404219","14302","","",false,"21","1998",916,3,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ky","KY","3","","S033",0.33,84.8,15.2,"H.",,,,,,,,,
"F000438","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/F000438.json","Sheila","Frahm","1945-03-22","F","R","404281","49504","","",false,"1","1998",145,7,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ks","KS","3","","S248",4.83,92.75,7.25,,,,,,,,,,
"F000439","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/F000439.json","William","Frist","1952-02-22","M","R","300045","49502","","",false,"1","2000",916,7,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:tn","TN","1","","S241",0.76,95.69,4.31,"H.",,,,,,,,,
"G000236","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/G000236.json","John","Glenn","1921-07-18","M","D","404598","14304","","",false,"21","1998",916,13,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:oh","OH","3","","S035",1.42,89.03,10.97,"H.",,,,,"Jr.",,,,
"G000333","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/G000333.json","Slade","Gorton","1928-01-08","M","R","400559","14905","","",false,"13","2000",916,1,1,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:wa","WA","1","","S152",0.11,89.01,10.99,,,,,,,,,,
"G000352","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/G000352.json","Bob","Graham","1936-11-09","M","D","300046","15502","","",false,"9","1998",916,4,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:fl","FL","3","","S199",0.44,84.88,15.12,,,,,,,,,,
"G000365","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/G000365.json","Phil","Gramm","1942-07-08","M","R","300159","14628","","",false,"11","1996",916,87,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:tx","TX","2","","S171",9.5,93.45,6.55,,,,,,,,,,
"G000367","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/G000367.json","Rod","Grams","1948-02-04","M","R","400560","29367","","",false,"1","2000",916,14,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:mn","MN","1","","S242",1.53,93.53,6.47,,,,,,,,,,
"G000386","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/G000386.json","Charles","Grassley","1933-09-17","M","R","300048","14226","","https://www.grassley.senate.gov",false,"15","1998",916,0,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ia","IA","3","","S153",0,91,9,"E.","ChuckGrassley","senchuckgrassley","1167","/m/020ymy",,"grassley","https://www.grassley.senate.gov/?q=rss.xml","53293","N00001758"
"G000445","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/G000445.json","Judd","Gregg","1947-02-14","M","R","300049","14826","","",false,"3","1998",916,16,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:nh","NH","3","","S224",1.75,91.41,8.59,,,,,"/m/0206mj",,,,,
"H000206","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/H000206.json","Tom","Harkin","1939-11-19","M","D","300051","14230","","http://www.harkin.senate.gov",false,"11","1996",916,6,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ia","IA","2","","S172",0.66,90.01,9.99,,"SenatorHarkin","SenatorTomHarkin","2005","/m/020ynq",,"tomharkin",,,
"H000338","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/H000338.json","Orrin","Hatch","1934-03-22","M","R","300052","14503","","https://www.hatch.senate.gov",false,"19","2000",916,9,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ut","UT","1","","S118",0.98,93.68,6.32,"G.","SenOrrinHatch","SenatorOrrinHatch","189","/m/016mj4",,"senatororrinhatch","https://www.hatch.senate.gov/public/index.cfm/rss/feed","53352","N00009869"
"H000343","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/H000343.json","Mark","Hatfield","1922-07-12","M","R","405212","11203","","",false,"29","1996",916,70,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:or","OR","2","","S044",7.64,78.53,21.47,"Odom",,,,,,,,,
"H000445","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/H000445.json","Howell","Heflin","1921-06-19","M","D","405310","14705","","",false,"17","1996",916,28,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:al","AL","2","","S130",3.06,69.35,30.65,"Thomas",,,,,,,,,
"H000463","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/H000463.json","Jesse","Helms","1921-10-18","M","R","300154","14105","","",false,"23","1996",916,38,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:nc","NC","2","","S046",4.15,92.55,7.45,,,,,,,,,,
"H000725","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/H000725.json","Ernest","Hollings","1922-01-01","M","D","300053","11204","","",false,"29","1998",916,16,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:sc","SC","3","","S047",1.75,80.88,19.12,"F.",,,,,,,,,
"H001016","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/H001016.json","Kay","Hutchison","1943-07-22","F","R","300054","49306","","",false,"3","2000",916,7,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:tx","TX","1","","S235",0.76,95.8,4.2,"Bailey","kaybaileyhutch","SenatorHutchison","24713","/m/02050j",,,,,
"I000024","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/I000024.json","James","Inhofe","1934-11-17","M","R","300055","15424","","https://www.inhofe.senate.gov",false,"3","1996",916,21,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ok","OK","2","","S236",2.29,94.61,5.39,"M.","InhofePress","jiminhofepressoffice","5619","/m/021kpl",,"jiminhofe",,"27027","N00005582"
"I000025","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/I000025.json","Daniel","Inouye","1924-09-07","M","D","300056","4812","","",false,"27","1998",916,46,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:hi","HI","3","","S051",5.02,88.16,11.84,"K.","daniel_inouye",,"2568","/m/021sv1",,,,,
"J000072","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/J000072.json","James","Jeffords","1934-05-11","M","R","300057","14240","","",false,"7","2000",916,19,2,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:vt","VT","1","","S204",2.07,68.61,31.39,"M.",,,,,,,,,
"J000189","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/J000189.json","John","Johnston","1932-06-10","M","D","406084","14107","","",false,"23","1996",916,31,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:la","LA","2","","S054",3.38,77.6,22.4,"Bennett",,,,,,,,,
"K000017","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/K000017.json","Nancy","Kassebaum","1932-07-29","F","R","406188","14708","","",false,"17","1996",916,59,1,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ks","KS","2","","S140",6.44,85.21,14.79,"Landon",,,,,,,,,
"K000088","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/K000088.json","Dirk","Kempthorne","1951-10-29","M","R","406256","49302","","",false,"3","1998",916,5,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:id","ID","3","","S232",0.55,95.59,4.42,,,,,,,,,,
"K000105","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/K000105.json","Edward","Kennedy","1932-02-22","M","D","300059","10808","","",false,"33","2000",916,26,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ma","MA","1","","S055",2.84,92.55,7.45,"M.",,,,,,,,,
"K000146","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/K000146.json","J. Robert","Kerrey","1943-08-27","M","D","400561","15703","","",false,"7","2000",916,22,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ne","NE","1","","S208",2.4,85.19,14.81,,,,,,,,,,
"K000148","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/K000148.json","John","Kerry","1943-12-11","M","D","300060","15300","","",false,"11","1996",916,8,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ma","MA","2","","S173",0.87,91.92,8.08,,,"senatorkerry","1485","/m/0d3qd0",,,,,
"K000305","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/K000305.json","Herb","Kohl","1935-02-07","M","D","300061","15704","","",false,"7","2000",916,1,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:wi","WI","1","","S209",0.11,85.83,14.17,,,"SenatorKohl","4030","/m/04fy4q",,,,,
"K000352","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/K000352.json","Jon","Kyl","1942-04-25","M","R","300062","15428","","",false,"1","2000",916,11,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:az","AZ","1","","S243",1.2,91.67,8.33,,"senjonkyl","SenJonKyl",,"/m/01y0mp",,,,,
"L000123","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/L000123.json","Frank","Lautenberg","1924-01-23","M","D","300064","14914","","http://www.lautenberg.senate.gov/",false,"13","2000",916,8,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:nj","NJ","1","","S166",0.87,91.24,8.76,"R.","franklautenberg",,"2515","/m/01wsvs",,"franklautenberg",,,
"L000174","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/L000174.json","Patrick","Leahy","1940-03-31","M","D","300065","14307","","https://www.leahy.senate.gov",false,"21","1998",916,24,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:vt","VT","3","","S057",2.62,91.33,8.67,"J.","SenatorLeahy","SenatorPatrickLeahy","1552","/m/0202kf",,"SenatorPatrickLeahy",,"53353","N00009918"
"L000261","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/L000261.json","Carl","Levin","1934-06-28","M","D","300066","14709","","http://www.levin.senate.gov",false,"17","1996",916,3,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:mi","MI","2","","S131",0.33,93.52,6.48,,"SenCarlLevin","SenCarlLevin","2592","/m/01xh6j",,"carllevin",,,
"L000304","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/L000304.json","Joseph","Lieberman","1942-02-24","M","D","300067","15705","","",false,"7","2000",916,9,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ct","CT","1","","S210",0.98,79.08,20.92,"I.","JoeLieberman","SenatorJoeLieberman","4363","/m/0jw5r",,,,,
"L000447","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/L000447.json","Trent","Lott","1941-10-09","M","R","300069","14031","","",false,"7","2000",916,3,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ms","MS","1","","S203",0.33,95.59,4.41,,,,"1886",,,,,,
"L000504","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/L000504.json","Richard","Lugar","1932-04-04","M","R","300070","14506","","",false,"19","2000",916,30,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:in","IN","1","","S105",3.28,91.61,8.39,"G.","senatorlugar","senatorlugar","255","/m/01d_bx",,,,,
"M000019","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M000019.json","Connie","Mack","1940-10-29","M","R","400562","15037","","",false,"7","2000",916,36,10,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:fl","FL","1","","S205",3.93,92.23,7.77,,,,,,,,,,
"M000303","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M000303.json","John","McCain","1936-08-29","M","R","300071","15039","","https://www.mccain.senate.gov",false,"9","1998",916,31,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:az","AZ","3","","S197",3.38,86.93,13.07,,"SenJohnMcCain","SenatorJohnMcCain","7476","/m/0bymv",,"johnmccain","https://www.mccain.senate.gov/public/?a=rss.feed","53270","N00006424"
"M000355","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/M000355.json","Mitch","McConnell","1942-02-20","M","R","300072","14921","","https://www.mcconnell.senate.gov",false,"11","1996",916,3,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ky","KY","2","","S174",0.33,94.71,5.29,,"McConnellPress",,"2351","/m/01z6ls",,"mitchmcconnell","https://www.mcconnell.senate.gov/public/?a=RSS.Feed","53298","N00003389"
"M000702","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M000702.json","Barbara","Mikulski","1936-07-20","F","D","300073","14440","","https://www.mikulski.senate.gov",false,"9","1998",916,36,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:md","MD","3","","S182",3.93,91.08,8.92,"A.","SenatorBarb","senatormikulski","1396","/m/0206nm",,"SenatorMikulski",,,
"M001025","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M001025.json","Carol","Moseley-Braun","1947-08-16","F","D","407992","49303","","",false,"3","1998",916,11,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:il","IL","3","","S226",1.2,87.26,12.74,,,,,,,,,,
"M001054","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M001054.json","Daniel","Moynihan","1927-03-16","M","D","400563","14508","","",false,"19","2000",916,32,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ny","NY","1","","S113",3.49,86.27,13.73,"Patrick",,,,,,,,,
"M001085","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M001085.json","Frank","Murkowski","1933-03-28","M","R","300150","14908","","",false,"15","1998",916,36,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ak","AK","3","","S157",3.93,95.09,4.91,"H.",,,,,,,,,
"M001111","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M001111.json","Patty","Murray","1950-10-11","F","D","300076","49308","","https://www.murray.senate.gov",false,"3","1998",916,9,0,"2022-07-13 02:50:31 -0400","ocd-division/country:us/state:wa","WA","3","","S229",0.98,92.23,7.77,,"PattyMurray","SenatorPattyMurray","25277","/m/018qx5",,,"https://www.murray.senate.gov/category/press-releases/feed/","53358","N00007876"
"N000102","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/N000102.json","Don","Nickles","1948-12-06","M","R","300079","14909","","",false,"15","1998",916,5,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ok","OK","3","","S158",0.55,93.49,6.51,,,,,,,,,,
